rf_current,rf_1y,rf_3y,rf_5y,rf_10y,rf_20y,long_rate_current,long_rate_1y,long_rate_3y,long_rate_5y,long_rate_10y,long_rate_20y
1.26,1.36,1.6,1.81,2.24,2.44,1.83,1.77,2.12,2.41,2.83,3.23
